ID,PRICE(€),SIZE(m^2)
38815957,1700,100
38802452,5600,162
31785094,1850,85
31455313,1400,72
38802370,1400,89
38488135,3200,80
38799979,2200,85
38585779,3700,130
38799776,1150,120
38769782,2700,160
38794860,1400,70
38664203,2300,100
38794358,2550,125
37517527,2950,175
38794354,3000,130
36434633,3900,110
38788963,1750,90
35231506,4500,140
38774510,2200,115
36150177,6500,150
38782640,3500,150
38613123,2400,100
38782453,1100,67
38552997,2200,120
38494584,2500,151
38036826,1700,95
37562007,2900,149
38479107,3200,108
33819355,3900,130
37481760,3500,130
36206921,1200,80
38771018,1600,100
38764045,1600,115
38744185,1300,80
38775684,1500,75
34628407,4500,138
34605252,3900,113
36464363,7500,150
38777935,3250,125
38755287,1800,55
38727823,3000,135
38564683,1450,100
38535905,1750,90
38495464,1100,60
38368135,2000,110
37581121,2900,125
38673461,2700,155
38609410,1100,50
38540947,1100,60
36984226,3900,100
30985724,2000,60
35664407,2700,150
38067383,3900,130
32677189,8000,170
37920356,1700,110
37889013,8000,248
37635162,1700,82
38772648,1550,80
38745969,2500,100
34152639,1400,80
38548844,1400,70
38490923,3600,120
38488243,2200,99
38349167,2500,130
33883401,8000,150
38700296,8000,187
38654510,1550,78
38540528,6500,160
38329710,2500,114
38235680,2100,70
38022225,1690,90
37507124,3000,125
38764447,1550,90
37562341,2980,125
38705989,1200,76
25742002,1750,105
38763254,1350,72
38459888,2100,60
38459309,3900,130
38457799,3000,210
38444397,6500,180
38379836,1750,85
38352799,2700,115
38344079,2200,100
37998405,3000,210
37995633,6500,150
34112434,4500,140
38525946,1400,79
38774197,1270,70
38459631,1650,72
38400188,2900,150
38077470,2200,131
35878384,10000,160
35474626,2700,130
38740896,1900,70
38029810,7500,146
36515796,7500,180
35671681,3900,120
33518236,3900,100
38546383,3000,90
38546093,5250,230
37913981,8000,165
38337460,2200,102
38214943,1200,91
37507040,2800,113
36174039,3900,113
33882982,7500,150
36870881,4000,120
38700298,3900,113
38575045,1100,61
38574846,1700,102
36427179,6500,150
33885411,10000,160
38457525,4500,130
38440959,2200,90
38367928,3500,100
37865420,8000,176
34911126,4500,140
37497267,3000,115
37070383,3500,131
36374913,7500,150
36356257,3300,104
36346931,3900,140
36318793,4500,140
38151649,1750,96
38705347,950,78
38086180,1300,66
37953630,4000,152
37635484,1850,85
37556622,1850,80
35463003,3000,100
34140484,6500,180
34155639,2500,100
37086636,1100,68
37114871,1100,68
37126037,1100,68
36334815,1200,80
38731812,1300,80
35944302,2700,120
38575301,1450,115
38458221,1900,75
38386454,2200,100
38097580,1750,102
37356529,2500,105
35354271,3900,100
34899844,4500,140
33883199,4500,130
38755554,1600,100
37905865,7500,217
37881635,8000,248
37856589,3900,146
29208809,7500,150
37509284,3000,120
38669248,8000,250
36861169,2200,85
38613124,5250,210
38553593,4500,130
38548554,3900,130
38511951,1350,78
37820621,3500,120
38373062,2500,100
33342026,3900,110
36460010,6500,150
35613865,15000,200
34868524,4500,140
38767875,1550,75
38630642,1900,70
38508625,2200,140
31811363,2000,120
38401828,1500,100
38341703,2500,100
36825234,6500,245
38360021,3500,115
34361556,5500,160
33101808,1150,80
35341314,8000,210
37489280,10000,200
38621524,3300,120
38373077,2500,100
38245054,2500,112
38092052,3900,120
38532287,1400,70
38402620,2200,120
37801963,10000,320
37640863,3000,120
36878519,2700,132
34447027,2500,115
38706981,2500,156
32008543,1500,80
38387672,2500,100
38347005,1800,100
38323701,8000,230
38323251,3300,132
38242370,1500,72
38195174,2600,108
38195053,2300,104
38160979,4000,146
38129287,2200,100
38114386,2200,90
37818020,1700,90
33980124,8500,200
36851878,4500,168
36412002,6500,150
36221549,6500,230
31466696,7500,150
34929655,3900,130
38747882,1900,97
38663865,975,79
35460917,1900,90
38640347,1300,70
38514479,1450,72
38310909,1900,118
37100280,3900,110
37908601,8000,187
37098661,1750,85
35805998,7500,150
38649227,1450,115
38288739,1600,105
38131169,1700,100
34128202,4500,150
33935975,3900,100
38672641,1100,45
38613121,2700,90
38279639,3000,105
37951746,2150,50
33644802,7500,165
37883199,2500,110
36818136,2000,100
31870791,1850,80
2041893,1450,115
38407683,2400,100
35761468,7500,150
38602460,1200,75
38246193,2300,105
38194482,1300,75
32133626,1300,70
31075459,2200,96
38343959,1700,110
36213659,8000,168
32896309,1650,105
33947325,3000,110
36555451,1200,60
36330926,3900,100
35520722,6000,180
35154522,2400,107
32015196,4500,110
37451360,3900,100
33644826,4500,185
38046441,2750,70
37849806,2800,140
37539783,2800,120
38547109,1150,80
38492908,2200,100
35261655,2600,150
37470655,2800,113
37192743,1700,103
35431290,5000,170
38379103,1100,55
38302538,2300,105
35792482,3200,110
33269606,2900,89
33269605,4000,150
34192152,3900,115
38387141,3500,145
38160745,1700,75
37801951,5500,320
37801949,3000,135
37801928,6500,150
37265075,1850,81
38747300,3500,85
