ID,PRICE(€),SIZE(m^2)
32301124,900,60
38724260,1875,85
29369705,1300,90
38724949,1875,80
38800195,750,66
38589129,1850,94
38800241,1200,70
38698179,1790,110
38796915,1100,71
38769284,1850,60
38769236,1850,60
38770647,2500,172
38816657,1000,48
36752717,1150,75
38755202,1600,82
38606242,1100,60
38304184,925,65
36366642,4000,280
38522575,1250,93
38774636,1875,85
38645580,3200,180
38755309,1800,82
38731411,3200,180
38660702,1875,85
38567407,3500,384
37909001,1100,91
36880956,2900,170
38555737,1790,103
38767366,1950,77
38534997,1790,103
38250077,1100,85
37381690,3395,181
38616695,1790,103
38613885,1425,97
38666313,2650,180
38391198,1150,90
37434890,2200,268
38576316,1000,85
38456001,1100,62
28685736,1500,111
38666426,1850,100
38651852,1700,149
38593870,3500,384
38593848,1850,80
38575208,2650,180
38499059,3495,181
1645684,1799,153
38767974,1450,90
25223475,1425,91
34267956,850,45
37388725,2300,210
38714607,1647,60
38714329,1900,90
38714082,1647,75
38659283,1790,102
38746084,1790,103
38338888,1500,90
37668007,4500,280
37411702,3495,181
36412355,2900,172
37605015,2500,252
35894527,2550,127
38548995,945,70
38769224,2100,97
38645357,1100,60
31641700,1800,140
38757454,1800,94
38607938,1000,65
38755334,1600,62
38674114,1850,95
38624745,1790,103
38574990,1850,94
38556725,1790,103
38541714,1875,85
38496580,1790,103
38485861,1790,103
37029680,1250,65
38780223,1100,76
37645124,1900,110
38698416,1350,90
38690477,1750,103
38678773,1200,87
38653786,1150,75
38602227,1150,80
38560700,900,75
38196167,1000,85
36509362,4000,400
38303131,680,40
35533800,1300,115
38450021,1200,65
38350878,1100,75
38689791,1425,115
36078117,1361,100
32937347,1980,85
38575757,1550,110
38299727,1750,110
38199717,1850,147
38535972,1800,103
38776672,2000,200
